RegionID,SizeRank,RegionNames,RegionType,StateName,11/30/2023
394913,1,New York - NY,msa,NY,1035975.437
753899,2,Los Angeles - CA,msa,CA,1623540.774
394463,3,Chicago - IL,msa,IL,559972.088
394514,4,Dallas - TX,msa,TX,699063.7792
394692,5,Houston - TX,msa,TX,552928.3396
395209,6,Washington - DC,msa,VA,882802.1693
394974,7,Philadelphia - PA,msa,PA,650432.9903
394856,8,Miami - FL,msa,FL,1154610.488
394347,9,Atlanta - GA,msa,GA,613230.192
394404,10,Boston - MA,msa,MA,1195586.779
394976,11,Phoenix - AZ,msa,AZ,722576.3664
395057,12,San Francisco - CA,msa,CA,1883713.172
395025,13,Riverside - CA,msa,CA,776859.8253
394532,14,Detroit - MI,msa,MI,483063.8462
395078,15,Seattle - WA,msa,WA,1068989.479
394865,16,Minneapolis - MN,msa,MN,560070.3115
395056,17,San Diego - CA,msa,CA,1510928.534
395148,18,Tampa - FL,msa,FL,651789.5373
394530,19,Denver - CO,msa,CO,809132.9557
394358,20,Baltimore - MD,msa,MD,698771.9111
395121,21,St. Louis - MO,msa,MO,495560.2634
394943,22,Orlando - FL,msa,FL,675393.2538
394458,23,Charlotte - NC,msa,NC,671206.1391
395055,24,San Antonio - TX,msa,TX,470658.9909
394998,25,Portland - OR,msa,OR,778345.1496
395045,26,Sacramento - CA,msa,CA,819118.1025
394982,27,Pittsburgh - PA,msa,PA,444461.9505
394466,28,Cincinnati - OH,msa,OH,530371.2603
394355,29,Austin - TX,msa,TX,797981.0619
394775,30,Las Vegas - NV,msa,NV,614667.9047
394735,31,Kansas City - MO,msa,MO,556970.1421
394492,32,Columbus - OH,msa,OH,580939.4906
394705,34,Indianapolis - IN,msa,IN,535884.1151
394475,35,Cleveland - OH,msa,OH,395061.6783
395059,36,San Jose - CA,msa,CA,2411908.498
394902,37,Nashville - TN,msa,TN,948410.9287
395194,38,Virginia Beach - VA,msa,VA,609907.8588
395005,39,Providence - RI,msa,RI,698076.5073
394714,40,Jacksonville - FL,msa,FL,647200.0735
394862,41,Milwaukee - WI,msa,WI,415811.2876
394935,42,Oklahoma City - OK,msa,OK,497243.0621
395012,43,Raleigh - NC,msa,NC,748871.1037
394849,44,Memphis - TN,msa,TN,485118.2719
395022,45,Richmond - VA,msa,VA,602410.5704
394807,46,Louisville - KY,msa,KY,528586.7025
394910,47,New Orleans - LA,msa,LA,450945.9229
395053,48,Salt Lake City - UT,msa,UT,685704.6674
394669,49,Hartford - CT,msa,CT,565321.5168
394425,50,Buffalo - NY,msa,NY,334843.7563
394388,51,Birmingham - AL,msa,AL,566563.5014
395031,52,Rochester - NY,msa,NY,353730.3437
394640,53,Grand Rapids - MI,msa,MI,486432.8877
395167,54,Tucson - AZ,msa,AZ,554911.2555
753924,55,Urban Honolulu - HI,msa,HI,1292625.308
395169,56,Tulsa - OK,msa,OK,473513.7059
394619,57,Fresno - CA,msa,CA,602256.644
395238,58,Worcester - MA,msa,MA,592104.4372
394938,59,Omaha - NE,msa,NE,483240.9038
394415,60,Bridgeport - CT,msa,CT,1817380.011
394653,61,Greenville - SC,msa,SC,547603.1152
394312,62,Albuquerque - NM,msa,NM,515402.5022
394357,63,Bakersfield - CA,msa,CA,505824.2848
394308,64,Albany - NY,msa,NY,426780.502
394753,65,Knoxville - TN,msa,TN,679650.3522
394367,66,Baton Rouge - LA,msa,LA,490353.4343
394843,67,McAllen - TX,msa,TX,401112.7266
394908,68,New Haven - CT,msa,CT,559769.0372
394561,69,El Paso - TX,msa,TX,376610.3327
394318,70,Allentown - PA,msa,PA,394825.2291
394952,71,Oxnard - CA,msa,CA,1207523.08
394486,72,Columbia - SC,msa,SC,435397.1497
753906,73,North Port - FL,msa,FL,895969.8481
394457,75,Charleston - SC,msa,SC,746287.1282
394648,76,Greensboro - NC,msa,NC,489627.7642
395134,77,Stockton - CA,msa,CA,742091.7299
394440,78,Cape Coral - FL,msa,FL,753796.0984
394399,79,Boise City - ID,msa,ID,667345.8766
394484,80,Colorado Springs - CO,msa,CO,606143.6504
394798,81,Little Rock - AR,msa,AR,486870.6847
394766,82,Lakeland - FL,msa,FL,468969.5307
394304,83,Akron - OH,msa,OH,384591.1062
394531,84,Des Moines - IA,msa,IA,503917.4356
395115,85,Springfield - MA,msa,MA,449156.1791
394931,87,Ogden - UT,msa,UT,616353.3031
394816,88,Madison - WI,msa,WI,634403.9732
395235,89,Winston - NC,msa,NC,506534.2947
394528,90,Deltona - FL,msa,FL,553022.002
395143,91,Syracuse - NY,msa,NY,319578.7602
395006,92,Provo - UT,msa,UT,650039.2541
395160,93,Toledo - OH,msa,OH,343555.529
395224,94,Wichita - KS,msa,KS,367232.6561
394549,95,Durham - NC,msa,NC,785571.324
394352,96,Augusta - GA,msa,GA,426482.1528
394957,97,Palm Bay - FL,msa,FL,698535.1514
394711,98,Jackson - MS,msa,MS,503781.8489
394666,99,Harrisburg - PA,msa,PA,374193.1814
395113,100,Spokane - WA,msa,WA,562607.6742
395075,101,Scranton - PA,msa,PA,283860.6219
394460,102,Chattanooga - TN,msa,TN,587472.9182
394871,103,Modesto - CA,msa,CA,610724.5124
394768,104,Lancaster - PA,msa,PA,556666.3288
394997,105,Portland - ME,msa,ME,892539.2775
395245,106,Youngstown - OH,msa,OH,261952.3342
394770,107,Lansing - MI,msa,MI,364150.9218
394590,108,Fayetteville - AR,msa,AR,663733.4385
394589,109,Fayetteville - NC,msa,NC,404576.2129
394792,110,Lexington - KY,msa,KY,541107.4832
394971,111,Pensacola - FL,msa,FL,555037.1882
395068,112,Santa Rosa - CA,msa,CA,1162153.514
395019,113,Reno - NV,msa,NV,831238.652
394698,114,Huntsville - AL,msa,AL,549228.3453
394995,115,Port St. Lucie - FL,msa,FL,733652.8141
394761,116,Lafayette - LA,msa,LA,456638.1818
394898,117,Myrtle Beach - SC,msa,SC,679737.3979
395116,118,Springfield - MO,msa,MO,447615.6834
395195,119,Visalia - CA,msa,CA,508427.4948
394746,120,Killeen - TX,msa,TX,360208.4633
394338,121,Asheville - NC,msa,NC,851285.5254
395244,122,York - PA,msa,PA,339599.4552
395183,123,Vallejo - CA,msa,CA,779646.2985
753917,124,Santa Maria - CA,msa,CA,1884231.652
395050,125,Salinas - CA,msa,CA,981568.1184
395048,126,Salem - OR,msa,OR,571058.2778
394870,127,Mobile - AL,msa,AL,394988.1635
395015,128,Reading - PA,msa,PA,221985.1196
394502,129,Corpus Christi - TX,msa,TX,500472.7388
394421,130,Brownsville - TX,msa,TX,387207.6059
394820,131,Manchester - NH,msa,NH,641766.9366
394612,132,Fort Wayne - IN,msa,IN,429939.582
394658,133,Gulfport - MS,msa,MS,397517.8157
395051,134,Salisbury - MD,msa,DE,913084.4454
394596,135,Flint - MI,msa,MI,293304.7046
394972,136,Peoria - IL,msa,IL,315249.066
394439,137,Canton - OH,msa,OH,360434.1687
395070,138,Savannah - GA,msa,GA,481208.3688
394327,139,Anchorage - AK,msa,AK,575674.037
394372,140,Beaumont - TX,msa,TX,372583.7142
395096,141,Shreveport - LA,msa,LA,458437.295
395164,142,Trenton - NJ,msa,NJ,885583.9884
394875,143,Montgomery - AL,msa,AL,449915.2685
394520,144,Davenport - IA,msa,IL,383233.0342
395146,145,Tallahassee - FL,msa,FL,625852.9915
394576,146,Eugene - OR,msa,OR,595645.3048
394901,147,Naples - FL,msa,FL,1942235.173
394332,148,Ann Arbor - MI,msa,MI,653582.5861
394927,149,Ocala - FL,msa,FL,508836.1141
394679,150,Hickory - NC,msa,NC,514634.624
394697,151,Huntington - WV,msa,OH,330070.4256
394602,152,Fort Collins - CO,msa,CO,740928.2128
395033,153,Rockford - IL,msa,IL,287938.0354
394796,154,Lincoln - NE,msa,NE,462570.1656
394622,155,Gainesville - FL,msa,FL,603145.1312
394405,156,Boulder - CO,msa,CO,1127515.823
394646,157,Green Bay - WI,msa,WI,425356.0865
394488,158,Columbus - GA,msa,GA,407141.0941
395107,159,South Bend - IN,msa,IN,408912.4903
395109,160,Spartanburg - SC,msa,SC,408375.3579
394645,161,Greeley - CO,msa,CO,597805.1616
394808,162,Lubbock - TX,msa,TX,521004.6609
394471,163,Clarksville - TN,msa,TN,413364.1858
395028,164,Roanoke - VA,msa,VA,508946.725
394579,165,Evansville - IN,msa,IN,394628.9242
394747,167,Kingsport - TN,msa,TN,458030.1749
394741,168,Kennewick - WA,msa,WA,557549.4476
395179,169,Utica - NY,msa,NY,258338.329
394660,170,Hagerstown - MD,msa,MD,442114.5002
394543,171,Duluth - MN,msa,MN,386964.6243
394937,172,Olympia - WA,msa,WA,616477.5332
394803,173,Longview - TX,msa,TX,448708.2222
395229,174,Wilmington - NC,msa,NC,827494.6495
395061,175,San Luis Obispo - CA,msa,CA,1392203.962
753875,176,Crestview - FL,msa,FL,1559874.64
394851,177,Merced - CA,msa,CA,528012.478
395197,178,Waco - TX,msa,TX,534229.6202
394447,179,Cedar Rapids - IA,msa,IA,396393.8583
394348,180,Atlantic City - NJ,msa,NJ,869387.7856
394412,181,Bremerton - WA,msa,WA,654928.8963
395103,182,Sioux Falls - SD,msa,SD,520039.8364
395065,183,Santa Cruz - CA,msa,CA,1788270.002
394572,184,Erie - PA,msa,PA,283086.7089
394924,185,Norwich - CT,msa,CT,562365.8318
394323,186,Amarillo - TX,msa,TX,462697.7363
395171,188,Tuscaloosa - AL,msa,AL,468213.7442
394483,189,College Station - TX,msa,TX,538287.417
394732,190,Kalamazoo - MI,msa,MI,436679.5215
394811,191,Lynchburg - VA,msa,VA,489717.2502
394455,192,Charleston - WV,msa,WV,308184.3327
395240,193,Yakima - WA,msa,WA,457679.8474
394585,194,Fargo - ND,msa,ND,456394.2467
394387,195,Binghamton - NY,msa,NY,227435.6429
394609,196,Fort Smith - AR,msa,AR,390701.7664
394334,197,Appleton - WI,msa,WI,404187.4481
395161,199,Topeka - KS,msa,KS,377051.6405
394813,200,Macon - GA,msa,GA,396324.9262
395174,201,Tyler - TX,msa,TX,658577.4502
394361,202,Barnstable Town - MA,msa,MA,1571832.146
394519,203,Daphne - AL,msa,AL,623500.8565
394378,205,Bellingham - WA,msa,WA,812008.5125
394429,206,Burlington - VT,msa,VT,608201.9848
395030,207,Rochester - MN,msa,MN,507827.8739
753895,208,Lafayette - IN,msa,IN,444769.8526
394454,209,Champaign - IL,msa,IL,394717.9236
394848,210,Medford - OR,msa,OR,666388.6899
394459,212,Charlottesville - VA,msa,VA,787172.8355
394773,214,Las Cruces - NM,msa,NM,439262.2447
394464,215,Chico - CA,msa,CA,569318.7196
394681,216,Hilton Head Island - SC,msa,SC,1393850.669
394346,217,Athens - GA,msa,GA,622228.3205
394765,218,Lake Havasu City - AZ,msa,AZ,652571.4183
394485,219,Columbia - MO,msa,MO,489576.4837
395114,220,Springfield - IL,msa,IL,384366.4768
394872,222,Monroe - LA,msa,LA,367648.9812
394565,223,Elkhart - IN,msa,IN,430102.0327
394726,224,Johnson City - TN,msa,TN,573497.0459
395247,225,Yuma - AZ,msa,AZ,363366.1066
394623,226,Gainesville - GA,msa,GA,596795.9073
394716,227,Jacksonville - NC,msa,NC,447599.4194
394597,228,Florence - SC,msa,SC,372104.1508
394680,229,Hilo - HI,msa,HI,924389.5224
395118,230,St. Cloud - MN,msa,MN,388467.1296
395011,231,Racine - WI,msa,WI,284409.8929
394380,232,Bend - OR,msa,OR,1167203.192
395047,233,Saginaw - MI,msa,MI,249379.3145
395202,234,Warner Robins - GA,msa,GA,402207.9237
395151,235,Terre Haute - IN,msa,IN,264320.6357
395162,236,Torrington - CT,msa,CT,693344.6708
395009,237,Punta Gorda - FL,msa,FL,657365.4149
394386,239,Billings - MT,msa,MT,525267.7052
395018,240,Redding - CA,msa,CA,593262.8671
394748,241,Kingston - NY,msa,NY,530811.0292
394960,242,Panama City - FL,msa,FL,531667.0227
394729,243,Joplin - MO,msa,MO,390039.8377
394539,244,Dover - DE,msa,DE,461491.9765
394712,246,Jackson - TN,msa,TN,436628.2669
395246,247,Yuba City - CA,msa,CA,544972.0458
394406,248,Bowling Green - KY,msa,KY,483258.0803
395119,249,St. George - UT,msa,UT,749870.9168
394896,250,Muskegon - MI,msa,MI,350814.0949
394299,251,Abilene - TX,msa,TX,475915.2254
394707,252,Iowa City - IA,msa,IA,492414.2255
394351,253,Auburn - AL,msa,AL,516807.5675
394860,254,Midland - TX,msa,TX,622048.9441
753869,255,Bloomington - IL,msa,IL,402136.7484
394671,255,Hattiesburg - MS,msa,MS,252032.1869
394944,257,Oshkosh - WI,msa,WI,353910.7471
394555,258,Eau Claire - WI,msa,WI,395416.4662
394651,259,Greenville - NC,msa,NC,432710.3469
394428,260,Burlington - NC,msa,NC,463113.3637
395210,261,Waterloo - IA,msa,IA,401993.721
394480,262,Coeur d'Alene - ID,msa,ID,734262.3532
394553,263,East Stroudsburg - PA,msa,PA,401844.382
395007,264,Pueblo - CO,msa,CO,431837.89
394392,265,Blacksburg - VA,msa,VA,506450.2344
395215,266,Wausau - WI,msa,WI,310692.5879
394731,267,Kahului - HI,msa,HI,1349191.932
394720,268,Janesville - WI,msa,WI,332976.6401
395170,269,Tupelo - MS,msa,MS,410765.7607
394393,270,Bloomington - IN,msa,IN,510234.1664
394930,271,Odessa - TX,msa,TX,394738.2599
394710,272,Jackson - MI,msa,MI,317869.5142
395125,273,State College - PA,msa,PA,520365.6571
395079,274,Sebastian - FL,msa,FL,964998.7572
394814,275,Madera - CA,msa,CA,528512.0704
394523,276,Decatur - AL,msa,AL,424194.9249
394453,277,Chambersburg - PA,msa,PA,395415.846
395193,278,Vineland - NJ,msa,NJ,317160.7018
394703,279,Idaho Falls - ID,msa,ID,477107.6571
394639,280,Grand Junction - CO,msa,CO,619693.0356
394563,281,Elizabethtown - KY,msa,KY,390625.8853
394917,282,Niles - MI,msa,MI,492535.8241
394873,283,Monroe - MI,msa,MI,329675.1827
395066,284,Santa Fe - NM,msa,NM,1110474.914
394493,285,Concord - NH,msa,NH,624306.56
394314,286,Alexandria - LA,msa,LA,380290.7492
395163,287,Traverse City - MI,msa,MI,707217.681
394359,288,Bangor - ME,msa,ME,321606.7073
394685,289,Homosassa Springs - FL,msa,FL,535119.8144
394662,290,Hanford - CA,msa,CA,478803.813
394723,291,Jefferson City - MO,msa,MO,376205.8521
394598,292,Florence - AL,msa,AL,419299.0102
394537,293,Dothan - AL,msa,AL,455191.2561
394802,294,London - KY,msa,KY,295569.2831
394306,295,Albany - GA,msa,GA,358703.4658
395102,297,Sioux City - IA,msa,IA,370400.287
395223,298,Wichita Falls - TX,msa,TX,368842.6303
395182,300,Valdosta - GA,msa,GA,443385.0467
394800,301,Logan - UT,msa,UT,530152.2364
394595,302,Flagstaff - AZ,msa,AZ,1002975.8
395036,303,Rocky Mount - NC,msa,NC,313256.9352
395000,304,Pottsville - PA,msa,PA,126997.0036
394515,305,Dalton - GA,msa,GA,400134.6599
394783,306,Lebanon - PA,msa,PA,414757.186
394880,307,Morristown - TN,msa,TN,481564.959
395232,308,Winchester - VA,msa,VA,545719.7676
395221,309,Wheeling - WV,msa,OH,279909.9139
394879,310,Morgantown - WV,msa,WV,467363.6788
394756,311,La Crosse - WI,msa,WI,387462.6304
394900,312,Napa - CA,msa,CA,1087597.529
395013,313,Rapid City - SD,msa,SD,495124.9999
395139,314,Sumter - SC,msa,SC,319483.3327
394577,315,Eureka - CA,msa,CA,593174.5874
395117,316,Springfield - OH,msa,OH,296440.0507
394668,317,Harrisonburg - VA,msa,VA,508851.1122
394368,318,Battle Creek - MI,msa,MI,297732.8746
395094,319,Sherman - TX,msa,TX,569896.7538
394821,320,Manhattan - KS,msa,KS,356678.1879
394728,323,Jonesboro - AR,msa,AR,438670.484
394390,324,Bismarck - ND,msa,ND,442108.1345
394661,325,Hammond - LA,msa,LA,384365.0876
394983,326,Pittsfield - MA,msa,MA,678950.8044
394890,327,Mount Vernon - WA,msa,WA,735807.5236
394719,328,Jamestown - NY,msa,NY,245864.2553
395153,329,The Villages - FL,msa,FL,487773.2172
394307,330,Albany - OR,msa,OR,540339.3585
394633,331,Glens Falls - NY,msa,NY,416856.1564
394780,332,Lawton - OK,msa,OK,337287.756
394474,334,Cleveland - TN,msa,TN,510609.4863
395098,335,Sierra Vista - AZ,msa,AZ,419747.4864
394325,336,Ames - IA,msa,IA,424193.4725
394824,337,Mansfield - OH,msa,OH,330376.5237
395128,338,Staunton - VA,msa,VA,474980.4499
394353,339,Augusta - ME,msa,ME,383689.8079
394321,340,Altoona - PA,msa,PA,265248.6072
394905,341,New Bern - NC,msa,NC,422243.9453
394588,342,Farmington - NM,msa,NM,394518.6558
395120,343,St. Joseph - MO,msa,MO,332847.6676
395218,345,Wenatchee - WA,msa,WA,731613.1203
394949,346,Owensboro - KY,msa,KY,385423.0991
753890,347,Holland - MI,msa,MI,467585.7453
394810,348,Lumberton - NC,msa,NC,247809.9639
394778,349,Lawrence - KS,msa,KS,513294.3609
394635,350,Goldsboro - NC,msa,NC,365359.1905
395213,351,Watertown - NY,msa,NY,254328.8692
395089,352,Sheboygan - WI,msa,WI,239576.5867
395217,353,Weirton - WV,msa,OH,191122.7744
394867,354,Missoula - MT,msa,MT,753068.2656
394407,356,Bozeman - MT,msa,MT,1069668.23
394333,357,Anniston - AL,msa,AL,352911.3767
394374,358,Beckley - WV,msa,WV,274111.147
395225,359,Williamsport - PA,msa,PA,302084.6304
394423,360,Brunswick - GA,msa,GA,1004028.05
753872,361,California - MD,msa,MD,544765.9436
395173,361,Twin Falls - ID,msa,ID,495897.3113
394495,363,Cookeville - TN,msa,TN,540385.7776
394893,364,Muncie - IN,msa,IN,249165.04
394857,365,Michigan City - IN,msa,IN,408649.3943
395039,366,Roseburg - OR,msa,OR,496375.865
394788,367,Lewiston - ME,msa,ME,362207.5518
394804,368,Longview - WA,msa,WA,518011.2667
394932,369,Ogdensburg - NY,msa,NY,172450.1512
394734,370,Kankakee - IL,msa,IL,319784.2289
394396,371,Bluefield - WV,msa,VA,226598.6065
395095,372,Show Low - AZ,msa,AZ,648884.3059
395023,373,Richmond - KY,msa,KY,402911.4999
395168,374,Tullahoma - TN,msa,TN,527915.0142
395222,375,Whitewater - WI,msa,WI,737119.3015
394709,376,Ithaca - NY,msa,NY,475450.5693
394637,377,Grand Forks - ND,msa,MN,363820.4241
394524,378,Decatur - IL,msa,IL,256420.7785
394762,379,LaGrange - GA,msa,GA,404422.4281
394369,380,Bay City - MI,msa,MI,219540.6799
394599,381,Fond du Lac - WI,msa,WI,303635.5264
394630,382,Gettysburg - PA,msa,PA,427878.9044
394620,383,Gadsden - AL,msa,AL,375210.6557
394733,384,Kalispell - MT,msa,MT,994287.2846
394518,385,Danville - VA,msa,VA,340102.661
