RegionID,SizeRank,RegionNames,RegionType,StateName,11/30/2023
394898,117,Myrtle Beach - SC,msa,SC,501302.5266
395116,118,Springfield - MO,msa,MO,339238.1823
395195,119,Visalia - CA,msa,CA,411720.0841
394746,120,Killeen - TX,msa,TX,294296.8884
394338,121,Asheville - NC,msa,NC,634597.7223
395244,122,York - PA,msa,PA,363000.4346
395183,123,Vallejo - CA,msa,CA,642963.7412
753917,124,Santa Maria - CA,msa,CA,1086649.814
395050,125,Salinas - CA,msa,CA,855785.5456
395048,126,Salem - OR,msa,OR,506552.8304
394870,127,Mobile - AL,msa,AL,289582.5248
395015,128,Reading - PA,msa,PA,363946.1497
394502,129,Corpus Christi - TX,msa,TX,333985.0784
394421,130,Brownsville - TX,msa,TX,281681.0411
394820,131,Manchester - NH,msa,NH,593110.4786
394612,132,Fort Wayne - IN,msa,IN,300806.3413
394658,133,Gulfport - MS,msa,MS,284027.8319
395051,134,Salisbury - MD,msa,DE,571133.7252
394596,135,Flint - MI,msa,MI,252656.6843
394972,136,Peoria - IL,msa,IL,228225.5257
394439,137,Canton - OH,msa,OH,279469.4363
395070,138,Savannah - GA,msa,GA,397813.1498
394327,139,Anchorage - AK,msa,AK,471289.3326
394372,140,Beaumont - TX,msa,TX,291860.1281
395096,141,Shreveport - LA,msa,LA,304788.2996
395164,142,Trenton - NJ,msa,NJ,553370.9646
394875,143,Montgomery - AL,msa,AL,292567.3887
394520,144,Davenport - IA,msa,IL,266932.1728
395146,145,Tallahassee - FL,msa,FL,433925.1411
394576,146,Eugene - OR,msa,OR,538205.7824
394901,147,Naples - FL,msa,FL,1162848.343
394332,148,Ann Arbor - MI,msa,MI,493485.7609
394927,149,Ocala - FL,msa,FL,359565.2254
394679,150,Hickory - NC,msa,NC,407167.8924
394697,151,Huntington - WV,msa,OH,239103.8562
394602,152,Fort Collins - CO,msa,CO,614378.0104
395033,153,Rockford - IL,msa,IL,249268.5596
394796,154,Lincoln - NE,msa,NE,369661.4957
394622,155,Gainesville - FL,msa,FL,418752.7505
394405,156,Boulder - CO,msa,CO,895605.0565
394646,157,Green Bay - WI,msa,WI,339719.5334
394488,158,Columbus - GA,msa,GA,297522.8367
395107,159,South Bend - IN,msa,IN,300500.4418
395109,160,Spartanburg - SC,msa,SC,329348.1933
394645,161,Greeley - CO,msa,CO,522216.8581
394808,162,Lubbock - TX,msa,TX,343208.5778
394471,163,Clarksville - TN,msa,TN,363299.9888
395028,164,Roanoke - VA,msa,VA,355128.1062
394579,165,Evansville - IN,msa,IN,303043.9561
394747,167,Kingsport - TN,msa,TN,335062.913
394741,168,Kennewick - WA,msa,WA,478457.1074
395179,169,Utica - NY,msa,NY,228695.8498
394660,170,Hagerstown - MD,msa,MD,373188.5058
394543,171,Duluth - MN,msa,MN,313770.7749
394937,172,Olympia - WA,msa,WA,558718.4419
394803,173,Longview - TX,msa,TX,339480.1605
395229,174,Wilmington - NC,msa,NC,574471.0579
395061,175,San Luis Obispo - CA,msa,CA,1064011.792
753875,176,Crestview - FL,msa,FL,540236.0533
394851,177,Merced - CA,msa,CA,445067.6127
395197,178,Waco - TX,msa,TX,394587.969
394447,179,Cedar Rapids - IA,msa,IA,295663.3612
394348,180,Atlantic City - NJ,msa,NJ,453065.5414
394412,181,Bremerton - WA,msa,WA,614494.2286
395103,182,Sioux Falls - SD,msa,SD,358243.9777
395065,183,Santa Cruz - CA,msa,CA,1509939.4
394572,184,Erie - PA,msa,PA,242355.9132
394924,185,Norwich - CT,msa,CT,457441.5034
394323,186,Amarillo - TX,msa,TX,340011.76
394772,187,Laredo - TX,msa,TX,297215.2721
395171,188,Tuscaloosa - AL,msa,AL,334545.9587
394483,189,College Station - TX,msa,TX,378889.6222
394732,190,Kalamazoo - MI,msa,MI,318839.8868
394811,191,Lynchburg - VA,msa,VA,362346.0701
394455,192,Charleston - WV,msa,WV,211711.8231
395240,193,Yakima - WA,msa,WA,406939.5856
394585,194,Fargo - ND,msa,ND,329591.4169
394387,195,Binghamton - NY,msa,NY,214185.1272
394609,196,Fort Smith - AR,msa,AR,297310.1496
394334,197,Appleton - WI,msa,WI,337193.5569
395161,199,Topeka - KS,msa,KS,280768.498
394813,200,Macon - GA,msa,GA,283608.5162
395174,201,Tyler - TX,msa,TX,408832.2041
394361,202,Barnstable Town - MA,msa,MA,949584.4299
394519,203,Daphne - AL,msa,AL,426014.7194
394378,205,Bellingham - WA,msa,WA,721792.7945
394429,206,Burlington - VT,msa,VT,583165.7168
395030,207,Rochester - MN,msa,MN,357894.9924
753895,208,Lafayette - IN,msa,IN,335831.2547
394454,209,Champaign - IL,msa,IL,298921.0056
394848,210,Medford - OR,msa,OR,551903.8981
394459,212,Charlottesville - VA,msa,VA,561808.7849
394763,213,Lake Charles - LA,msa,LA,277334.2359
394773,214,Las Cruces - NM,msa,NM,340119.3795
394464,215,Chico - CA,msa,CA,534439.5585
394681,216,Hilton Head Island - SC,msa,SC,780611.4828
394346,217,Athens - GA,msa,GA,431910.7749
394765,218,Lake Havasu City - AZ,msa,AZ,450738.8234
394485,219,Columbia - MO,msa,MO,351384.6733
395114,220,Springfield - IL,msa,IL,280005.3721
394691,221,Houma - LA,msa,LA,295545.3649
394872,222,Monroe - LA,msa,LA,258827.3488
394565,223,Elkhart - IN,msa,IN,294918.6379
394726,224,Johnson City - TN,msa,TN,386540.8023
395247,225,Yuma - AZ,msa,AZ,344292.7243
394623,226,Gainesville - GA,msa,GA,454104.1775
394716,227,Jacksonville - NC,msa,NC,333177.3275
394597,228,Florence - SC,msa,SC,305613.6042
394680,229,Hilo - HI,msa,HI,774281.2587
395118,230,St. Cloud - MN,msa,MN,318988.1713
395011,231,Racine - WI,msa,WI,333639.2727
394380,232,Bend - OR,msa,OR,834507.683
395047,233,Saginaw - MI,msa,MI,213380.8431
395202,234,Warner Robins - GA,msa,GA,312761.5649
395151,235,Terre Haute - IN,msa,IN,234801.5353
395162,236,Torrington - CT,msa,CT,503060.01
395009,237,Punta Gorda - FL,msa,FL,465769.4555
394386,239,Billings - MT,msa,MT,424552.0387
395018,240,Redding - CA,msa,CA,478632.4622
394748,241,Kingston - NY,msa,NY,486301.6566
394960,242,Panama City - FL,msa,FL,407204.3943
394729,243,Joplin - MO,msa,MO,275135.3148
394539,244,Dover - DE,msa,DE,412227.9078
394559,245,El Centro - CA,msa,CA,377845.4753
394712,246,Jackson - TN,msa,TN,328180.4115
395246,247,Yuba City - CA,msa,CA,473184.1375
394406,248,Bowling Green - KY,msa,KY,370768.6878
395119,249,St. George - UT,msa,UT,597251.5244
394896,250,Muskegon - MI,msa,MI,284333.8785
394299,251,Abilene - TX,msa,TX,324567.4061
394707,252,Iowa City - IA,msa,IA,359627.9738
394351,253,Auburn - AL,msa,AL,383663.319
394860,254,Midland - TX,msa,TX,422066.5689
753869,255,Bloomington - IL,msa,IL,301030.7083
394671,255,Hattiesburg - MS,msa,MS,312270.7236
394944,257,Oshkosh - WI,msa,WI,314722.1409
394555,258,Eau Claire - WI,msa,WI,334173.8131
394651,259,Greenville - NC,msa,NC,359717.6436
394428,260,Burlington - NC,msa,NC,379256.4645
395210,261,Waterloo - IA,msa,IA,256918.0325
394480,262,Coeur d'Alene - ID,msa,ID,604723.2912
394553,263,East Stroudsburg - PA,msa,PA,358362.2875
395007,264,Pueblo - CO,msa,CO,350977.3632
394392,265,Blacksburg - VA,msa,VA,387415.4137
395215,266,Wausau - WI,msa,WI,258832.933
394731,267,Kahului - HI,msa,HI,1260063.403
394720,268,Janesville - WI,msa,WI,294892.8196
395170,269,Tupelo - MS,msa,MS,303829.4036
394393,270,Bloomington - IN,msa,IN,388234.4782
394930,271,Odessa - TX,msa,TX,315560.4875
394710,272,Jackson - MI,msa,MI,268011.2642
395125,273,State College - PA,msa,PA,432957.766
395079,274,Sebastian - FL,msa,FL,534484.782
394814,275,Madera - CA,msa,CA,449553.6927
394523,276,Decatur - AL,msa,AL,332578.0539
394453,277,Chambersburg - PA,msa,PA,338365.2784
395193,278,Vineland - NJ,msa,NJ,316153.5432
394703,279,Idaho Falls - ID,msa,ID,365019.2087
394639,280,Grand Junction - CO,msa,CO,496217.6514
394563,281,Elizabethtown - KY,msa,KY,311899.9843
394917,282,Niles - MI,msa,MI,353814.284
394873,283,Monroe - MI,msa,MI,303820.5295
395066,284,Santa Fe - NM,msa,NM,714120.9696
394493,285,Concord - NH,msa,NH,540134.2066
394314,286,Alexandria - LA,msa,LA,289827.021
395163,287,Traverse City - MI,msa,MI,525244.4992
394359,288,Bangor - ME,msa,ME,305185.8501
394685,289,Homosassa Springs - FL,msa,FL,394804.4595
394662,290,Hanford - CA,msa,CA,394882.8842
394723,291,Jefferson City - MO,msa,MO,298432.9152
394598,292,Florence - AL,msa,AL,313773.6379
394537,293,Dothan - AL,msa,AL,307450.7978
394802,294,London - KY,msa,KY,226418.8104
394306,295,Albany - GA,msa,GA,262421.0997
395102,297,Sioux City - IA,msa,IA,253794.2342
395223,298,Wichita Falls - TX,msa,TX,268520.0855
395152,299,Texarkana - TX,msa,TX,308734.3072
395182,300,Valdosta - GA,msa,GA,300888.9176
394800,301,Logan - UT,msa,UT,426641.1378
394595,302,Flagstaff - AZ,msa,AZ,788118.3303
395036,303,Rocky Mount - NC,msa,NC,269136.7408
395000,304,Pottsville - PA,msa,PA,170510.399
394515,305,Dalton - GA,msa,GA,311930.5348
394783,306,Lebanon - PA,msa,PA,381591.5595
394880,307,Morristown - TN,msa,TN,372822.6839
395232,308,Winchester - VA,msa,VA,460712.7696
395221,309,Wheeling - WV,msa,OH,203817.1529
394879,310,Morgantown - WV,msa,WV,346923.7639
394756,311,La Crosse - WI,msa,WI,323395.3848
394900,312,Napa - CA,msa,CA,1011846.108
395013,313,Rapid City - SD,msa,SD,381387.4134
395139,314,Sumter - SC,msa,SC,276606.8158
394577,315,Eureka - CA,msa,CA,543932.3409
395117,316,Springfield - OH,msa,OH,250011.7514
394668,317,Harrisonburg - VA,msa,VA,401377.3647
394368,318,Battle Creek - MI,msa,MI,238688.1707
395094,319,Sherman - TX,msa,TX,402455.4691
394821,320,Manhattan - KS,msa,KS,272298.1316
394442,321,Carbondale - IL,msa,IL,216209.7828
394727,322,Johnstown - PA,msa,PA,146831.3442
394728,323,Jonesboro - AR,msa,AR,287217.7473
394390,324,Bismarck - ND,msa,ND,342032.9207
394661,325,Hammond - LA,msa,LA,290579.5023
394983,326,Pittsfield - MA,msa,MA,470612.0954
394890,327,Mount Vernon - WA,msa,WA,653453.7002
394719,328,Jamestown - NY,msa,NY,182730.451
395153,329,The Villages - FL,msa,FL,495491.232
394307,330,Albany - OR,msa,OR,469456.1446
394633,331,Glens Falls - NY,msa,NY,342993.734
394780,332,Lawton - OK,msa,OK,255764.4072
394474,334,Cleveland - TN,msa,TN,402512.906
395098,335,Sierra Vista - AZ,msa,AZ,334462.2262
394325,336,Ames - IA,msa,IA,311539.2105
394824,337,Mansfield - OH,msa,OH,242787.2329
395128,338,Staunton - VA,msa,VA,376420.7665
394353,339,Augusta - ME,msa,ME,337513.1537
394321,340,Altoona - PA,msa,PA,208788.2151
394905,341,New Bern - NC,msa,NC,341022.09
394588,342,Farmington - NM,msa,NM,331409.2467
395120,343,St. Joseph - MO,msa,MO,268303.2793
395054,344,San Angelo - TX,msa,TX,335657.1553
395218,345,Wenatchee - WA,msa,WA,625921.4296
394949,346,Owensboro - KY,msa,KY,289325.3756
753890,347,Holland - MI,msa,MI,355832.3196
394810,348,Lumberton - NC,msa,NC,208154.0751
394778,349,Lawrence - KS,msa,KS,369914.4287
394635,350,Goldsboro - NC,msa,NC,320041.1695
395213,351,Watertown - NY,msa,NY,220288
395089,352,Sheboygan - WI,msa,WI,264304.0522
395217,353,Weirton - WV,msa,OH,153970.1107
394867,354,Missoula - MT,msa,MT,646153.7581
394407,356,Bozeman - MT,msa,MT,848788.9868
394333,357,Anniston - AL,msa,AL,245016.8345
394374,358,Beckley - WV,msa,WV,204308.4071
395225,359,Williamsport - PA,msa,PA,265574.784
394423,360,Brunswick - GA,msa,GA,466277.7007
753872,361,California - MD,msa,MD,451910.0227
395173,361,Twin Falls - ID,msa,ID,397513.1625
394495,363,Cookeville - TN,msa,TN,412457.37
394893,364,Muncie - IN,msa,IN,212200.7449
394857,365,Michigan City - IN,msa,IN,298473.6309
395039,366,Roseburg - OR,msa,OR,427036.0694
394788,367,Lewiston - ME,msa,ME,337654.578
394804,368,Longview - WA,msa,WA,467730.8248
394932,369,Ogdensburg - NY,msa,NY,151668.9246
394734,370,Kankakee - IL,msa,IL,264698.1449
394396,371,Bluefield - WV,msa,VA,180450.0378
395095,372,Show Low - AZ,msa,AZ,527375.5182
395023,373,Richmond - KY,msa,KY,309734.0348
395168,374,Tullahoma - TN,msa,TN,421061.7868
395222,375,Whitewater - WI,msa,WI,454288.7844
394709,376,Ithaca - NY,msa,NY,405313.5605
394637,377,Grand Forks - ND,msa,MN,278140.5441
394524,378,Decatur - IL,msa,IL,188245.6683
394762,379,LaGrange - GA,msa,GA,308959.0852
394369,380,Bay City - MI,msa,MI,195652.8993
394599,381,Fond du Lac - WI,msa,WI,262918.472
394630,382,Gettysburg - PA,msa,PA,371336.8516
394620,383,Gadsden - AL,msa,AL,288442.4296
394733,384,Kalispell - MT,msa,MT,776497.4988
394518,385,Danville - VA,msa,VA,237987.0589
394823,386,Mankato - MN,msa,MN,318897.8266
394794,387,Lima - OH,msa,OH,225868.8882
753915,388,Salem - OH,msa,OH,214584.408
395166,389,Truckee - CA,msa,CA,896927.2785
395080,390,Sebring - FL,msa,FL,359684.0093
394462,391,Cheyenne - WY,msa,WY,381711.6447
394689,392,Hot Springs - AR,msa,AR,400774.8173
394302,393,Adrian - MI,msa,MI,253545.3469
395090,394,Shelby - NC,msa,NC,331349.3212
394542,396,Dubuque - IA,msa,IA,321290.9948
394852,397,Meridian - MS,msa,MS,217236.0865
753912,398,Pinehurst - NC,msa,NC,507140.2124
394953,399,Paducah - KY,msa,KY,286051.6424
395190,400,Victoria - TX,msa,TX,334300.5337
395038,401,Rome - GA,msa,GA,327545.8259
395086,402,Sevierville - TN,msa,TN,650660.339
394882,403,Moses Lake - WA,msa,WA,414991.805
394340,404,Ashtabula - OH,msa,OH,196379.4217
394441,405,Cape Girardeau - MO,msa,MO,285528.6014
394311,406,Albertville - AL,msa,AL,340193.3215
394580,407,Fairbanks - AK,msa,AK,381893.6848
394410,408,Brainerd - MN,msa,MN,397561.6351
394513,409,Cumberland - MD,msa,MD,200267.0799
394928,410,Ocean City - NJ,msa,NJ,1083657.618
394505,411,Corvallis - OR,msa,OR,605631.1212
394988,412,Pocatello - ID,msa,ID,335363.2981
394501,413,Corning - NY,msa,NY,181956.7424
394911,414,New Philadelphia - OH,msa,OH,248292.6284
395140,415,Sunbury - PA,msa,PA,200373.5578
395175,416,Ukiah - CA,msa,CA,606335.44
753887,417,Hermiston - OR,msa,OR,364932.4768
394469,418,Clarksburg - WV,msa,WV,244340.1852
394964,419,Parkersburg - WV,msa,WV,228791.4023
394373,420,Beaver Dam - WI,msa,WI,289947.8525
394980,421,Pine Bluff - AR,msa,AR,201188.8011
394641,422,Grants Pass - OR,msa,OR,501538.6154
394511,424,Cullman - AL,msa,AL,329630.772
394809,425,Lufkin - TX,msa,TX,315587.28
395248,426,Zanesville - OH,msa,OH,258347.2337
394907,427,New Castle - PA,msa,PA,206836.2897
394925,428,Oak Harbor - WA,msa,WA,656560.9584
394942,429,Orangeburg - SC,msa,SC,232660.7506
395212,430,Watertown - WI,msa,WI,364663.39
394847,431,Meadville - PA,msa,PA,195008.4874
394568,432,Elmira - NY,msa,NY,197831.4844
394644,433,Great Falls - MT,msa,MT,329818.6086
394776,434,Laurel - MS,msa,MS,254401.827
395042,435,Russellville - AR,msa,AR,285444.9438
394704,436,Indiana - PA,msa,PA,197922.1811
394859,437,Midland - MI,msa,MI,296387.0348
394755,438,Kokomo - IN,msa,IN,231970.3882
394395,439,Bloomsburg - PA,msa,PA,328600.0852
394941,440,Opelousas - LA,msa,LA,251367.1591
394675,441,Helena - MT,msa,MT,495518.5192
394744,442,Key West - FL,msa,FL,1881784.588
395145,443,Talladega - AL,msa,AL,274512.1509
395133,444,Stillwater - OK,msa,OK,330419.5842
394489,445,Columbus - IN,msa,IN,347665.0818
394345,446,Athens - TX,msa,TX,449874.3988
394452,447,Centralia - WA,msa,WA,484423.9899
394822,448,Manitowoc - WI,msa,WI,236802.7864
394682,449,Hinesville - GA,msa,GA,278804.7556
394541,450,DuBois - PA,msa,PA,179029.4482
395205,451,Warsaw - IN,msa,IN,344309.1781
394986,452,Plattsburgh - NY,msa,NY,239880.8429
395126,453,Statesboro - GA,msa,GA,316449.7874
394445,454,Casper - WY,msa,WY,333454.2492
395231,455,Wilson - NC,msa,NC,321650.5544
753881,456,Glenwood Springs - CO,msa,CO,1270718.931
395085,457,Seneca - SC,msa,SC,536044.3374
394866,458,Minot - ND,msa,ND,296145.4097
394936,459,Olean - NY,msa,NY,164338.1435
394465,460,Chillicothe - OH,msa,OH,277750.3224
395077,461,Searcy - AR,msa,AR,280565.8315
394638,462,Grand Island - NE,msa,NE,296061.5675
394994,463,Port Angeles - WA,msa,WA,508892.5307
394350,464,Auburn - NY,msa,NY,221239.3422
394699,465,Huntsville - TX,msa,TX,326249.1025
394738,466,Keene - NH,msa,NH,406745.48
394674,467,Heber - UT,msa,UT,1543612.688
395010,468,Quincy - IL,msa,IL,218559.539
395062,469,Sandusky - OH,msa,OH,276166.5268
394593,470,Findlay - OH,msa,OH,290961.0729
394614,471,Frankfort - KY,msa,KY,291276.2232
394516,472,Danville - IL,msa,IL,128687.9784
394298,473,Aberdeen - WA,msa,WA,382446.471
394999,474,Portsmouth - OH,msa,OH,186721.4089
395106,475,Somerset - PA,msa,PA,186980.6754
753928,476,Wisconsin Rapids - WI,msa,WI,239909.6709
753893,477,Jefferson - GA,msa,GA,400646.86
394736,478,Kapaa - HI,msa,HI,1135120.907
394955,479,Palatka - FL,msa,FL,316292.5159
394626,480,Gallup - NM,msa,NM,283634.8182
394683,481,Hobbs - NM,msa,NM,280401.9929
395088,482,Shawnee - OK,msa,OK,266821.8166
394884,484,Mount Airy - NC,msa,NC,324464.8449
395132,485,Stevens Point - WI,msa,WI,291095.1962
394647,486,Greeneville - TN,msa,TN,313208.5605
394655,488,Greenwood - SC,msa,SC,322692.5053
394764,489,Lake City - FL,msa,FL,355523.0418
394752,490,Klamath Falls - OR,msa,OR,384697.6355
394877,491,Morehead City - NC,msa,NC,688535.5623
394472,492,Clearlake - CA,msa,CA,441957.2534
394305,493,Alamogordo - NM,msa,NM,310539.3488
395027,494,Roanoke Rapids - NC,msa,NC,209651.146
394587,495,Farmington - MO,msa,MO,265558.9084
394897,496,Muskogee - OK,msa,OK,231455.9315
394826,497,Marion - IN,msa,IN,200311.0813
394586,498,Faribault - MN,msa,MN,373755.6146
395021,499,Richmond - IN,msa,IN,208310.7544
394829,500,Marquette - MI,msa,MI,293550.6711
394922,501,North Wilkesboro - NC,msa,NC,303470.3015
394885,502,Mount Pleasant - MI,msa,MI,241807.8073
395024,503,Rio Grande City - TX,msa,TX,213182.0969
394827,504,Marion - OH,msa,OH,230528.5122
394360,505,Baraboo - WI,msa,WI,347419.77
395016,506,Red Bluff - CA,msa,CA,406317.3785
394825,507,Marinette - WI,msa,WI,209401.1687
395040,509,Roswell - NM,msa,NM,288362.7221
395092,510,Shelton - WA,msa,WA,513889.8092
394540,511,Dublin - GA,msa,GA,289333.1673
394899,512,Nacogdoches - TX,msa,TX,325931.2005
395105,513,Somerset - KY,msa,KY,302688.9546
394496,514,Coos Bay - OR,msa,OR,425329.3902
394600,515,Forest City - NC,msa,NC,344116.4771
394836,516,Martinsville - VA,msa,VA,217976.5038
395020,517,Rexburg - ID,msa,ID,438679.4942
394787,518,Lewiston - ID,msa,ID,387552.5155
394759,519,Laconia - NH,msa,NH,595718.1003
394629,520,Georgetown - SC,msa,SC,630643.4087
394343,521,Athens - OH,msa,OH,249420.9711
395063,522,Sanford - NC,msa,NC,351447.8084
394570,523,Enid - OK,msa,OK,253334.8712
394889,524,Mount Vernon - OH,msa,OH,327519.8017
395199,525,Walla Walla - WA,msa,WA,484442.1458
394309,526,Albemarle - NC,msa,NC,381088.7113
394701,527,Hutchinson - KS,msa,KS,214917.9757
394693,528,Hudson - NY,msa,NY,537901.123
395124,529,Starkville - MS,msa,MS,333938.0179
394443,530,Carlsbad - NM,msa,NM,356819.7339
394631,531,Gillette - WY,msa,WY,344048.4546
395136,532,Sturgis - MI,msa,MI,226883.2642
395044,533,Rutland - VT,msa,VT,358920.1524
394509,534,Crossville - TN,msa,TN,445857.014
395071,536,Sayre - PA,msa,PA,219335.2282
395049,537,Salina - KS,msa,KS,238662.4601
753903,538,Marietta - OH,msa,OH,246482.1298
394591,539,Fergus Falls - MN,msa,MN,327468.2439
394362,540,Barre - VT,msa,VT,442779.2415
394618,541,Fremont - OH,msa,OH,194590.5676
394939,542,Oneonta - NY,msa,NY,232107.9817
394490,543,Columbus - MS,msa,MS,291614.778
394923,544,Norwalk - OH,msa,OH,200432.3024
394365,545,Batavia - NY,msa,NY,208258.3554
394336,546,Ardmore - OK,msa,OK,303368.1467
394956,547,Palestine - TX,msa,TX,298434.2934
394605,548,Fort Madison - IA,msa,IA,153884.9933
394456,549,Charleston - IL,msa,IL,179335.3693
394592,550,Fernley - NV,msa,NV,445530.1219
394444,551,Carson City - NV,msa,NV,575435.2567
394432,553,Calhoun - GA,msa,GA,321911.2337
753877,554,Cullowhee - NC,msa,NC,878211.2484
394737,555,Kearney - NE,msa,NE,292469.2728
394582,556,Fairmont - WV,msa,WV,225472.1301
394940,557,Ontario - OR,msa,OR,397335.2763
394621,558,Gaffney - SC,msa,SC,279830.77
394977,559,Picayune - MS,msa,MS,279866.944
395131,560,Sterling - IL,msa,IL,161490.7807
394411,561,Branson - MO,msa,MO,359830.3374
